m1,m2,m3
0.369467,-0.261253,0.261253,
0.318724,-0.225372,0.225372,
0.222368,-0.157238,0.157238,
0.156206,-0.110454,0.110454,
0.0675192,-0.0477433,0.0477433,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0181931,-0.0128645,0.0128645,
0.091656,-0.0648106,0.0648106,
0.163849,-0.115859,0.115859,
0.264692,-0.187166,0.187166,
0.276601,-0.195586,0.195586,
0.315517,-0.223104,0.223104,
0.352945,-0.24957,0.24957,
0.38307,-0.270871,0.270871,
0.373002,-0.263752,0.263752,
0.295911,-0.209241,0.209241,
0.255225,-0.180471,0.180471,
0.306186,-0.216506,0.216506,
0.41288,-0.29195,0.29195,
0.36548,-0.258433,0.258433,
0.198502,-0.140362,0.140362,
0.104455,-0.0738606,0.0738606,
0.0319154,-0.0225676,0.0225676,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.111069,-0.0785376,0.0785376,
0.148233,-0.104817,0.104817,
0.227257,-0.160695,0.160695,
0.301664,-0.213309,0.213309,
0.411923,-0.291274,0.291274,
0.425298,-0.300731,0.300731,
0.453148,-0.320424,0.320424,
0.505326,-0.35732,0.35732,
1.16932,-0.583378,1.01341,
0.979819,-0.555441,0.807175,
0.349739,-0.247303,0.247303,
0.283383,-0.200382,0.200382,
0.218616,-0.154585,0.154585,
0.145222,-0.102687,0.102687,
0.0688305,-0.0486705,0.0486705,
0.00236106,-0.00166952,0.00166952,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.00393483,-0.00278235,0.00278235,
0.092002,-0.0650552,0.0650552,
0.116398,-0.0823056,0.0823056,
0.0505211,-0.0357238,0.0357238,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0142735,-0.0100929,0.0100929,
0.0762356,-0.0539067,0.0539067,
0.0985567,-0.0696901,0.0696901,
0.162194,-0.114689,0.114689,
0.22622,-0.159961,0.159961,
0.257254,-0.181906,0.181906,
0.305209,-0.215816,0.215816,
0.333266,-0.235654,0.235654,
0.291714,-0.206273,0.206273,
0.191178,-0.135184,0.135184,
0.133614,-0.0944791,0.0944791,
0.0479798,-0.0339268,0.0339268,
0.0265145,-0.0187486,0.0187486,
0.0183606,-0.0129829,0.0129829,
0.0563365,-0.0398359,0.0398359,
0.0943774,-0.0667349,0.0667349,
0.0833702,-0.0589516,0.0589516,
0.0448016,-0.0316795,0.0316795,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0460832,-0.0325857,0.0325857,
0.133202,-0.0941879,0.0941879,
0.148899,-0.105288,0.105288,
0.251412,-0.177775,0.177775,
0.296227,-0.209464,0.209464,
0.360097,-0.254627,0.254627,
0.431984,-0.305459,0.305459,
0.447929,-0.316733,0.316733,
0.47671,-0.337085,0.337085,
1.09848,-0.647847,0.887101,
1.53011,-0.885054,1.24816,
0.962156,-0.609679,0.744336,
1.0834,-0.686719,0.837953,
0.613143,-0.414836,0.451503,
0.401934,-0.28421,0.28421,
0.330889,-0.233974,0.233974,
0.286832,-0.202821,0.202821,
0.221023,-0.156287,0.156287,
0.2026,-0.14326,0.14326,
0.158213,-0.111874,0.111874,
0.0699204,-0.0494412,0.0494412,
0.00836339,-0.00591381,0.00591381,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0483356,-0.0341784,0.0341784,
0.208029,-0.147099,0.147099,
0.345352,-0.244201,0.244201,
0.446044,-0.315401,0.315401,
0.569525,-0.402715,0.402715,
1.87476,-1.06205,1.54492,
4.26351,-2.34925,3.55788,
6.74098,-3.65378,5.66487,
7.80922,-4.21471,6.5742,
8.66155,-4.67558,7.29119,
9.93623,-5.36024,8.36639,
10.55,-5.71785,8.86612,
9.49031,-5.16019,7.96482,
7.19904,-3.98079,5.99829,
5.61658,-3.17608,4.63233,
4.59892,-2.66561,3.74761,
3.03268,-1.87918,2.3803,
1.51726,-1.05573,1.08974,
0.561892,-0.397318,0.397318,
0.442369,-0.312802,0.312802,
0.363558,-0.257074,0.257074,
0.277642,-0.196322,0.196322,
0.157737,-0.111537,0.111537,
0.0656003,-0.0463864,0.0463864,
0.15526,-0.109785,0.109785,
0.298525,-0.211089,0.211089,
0.350231,-0.247651,0.247651,
0.396119,-0.280098,0.280098,
0.455571,-0.322137,0.322137,
1.03594,-0.718177,0.746584,
3.92077,-2.16834,3.26661,
4.759,-2.61637,3.97526,
5.62974,-3.06124,4.7247,
7.28814,-3.9179,6.1455,
7.42497,-3.99515,6.25851,
6.02814,-3.28968,5.05139,
3.47564,-1.95498,2.8737,
1.80368,-1.09314,1.43467,
0.606838,-0.414293,0.443411,
0.367068,-0.259556,0.259556,
0.30629,-0.21658,0.21658,
0.280024,-0.198007,0.198007,
0.211306,-0.149416,0.149416,
0.180268,-0.127469,0.127469,
0.149507,-0.105718,0.105718,
0.132374,-0.0936027,0.0936027,
0.0797362,-0.056382,0.056382,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0180937,-0.0127942,0.0127942,
0.0552806,-0.0390893,0.0390893,
0.0793659,-0.0561202,0.0561202,
0.0989017,-0.0699341,0.0699341,
0.182486,-0.129037,0.129037,
0.229876,-0.162547,0.162547,
0.289197,-0.204493,0.204493,
0.349993,-0.247483,0.247483,
0.374946,-0.265127,0.265127,
0.424562,-0.300211,0.300211,
1.11297,-0.786985,0.786985,
0.71141,-0.503043,0.503043,
0.406253,-0.287264,0.287264,
0.476539,-0.336964,0.336964,
0.571974,-0.404447,0.404447,
0.417845,-0.295461,0.295461,
0.371809,-0.262908,0.262908,
0.439447,-0.310736,0.310736,
0.518119,-0.366366,0.366366,
0.503795,-0.356237,0.356237,
0.614491,-0.434511,0.434511,
0.600039,-0.424292,0.424292,
0.443902,-0.313886,0.313886,
0.341254,-0.241303,0.241303,
0.297011,-0.210019,0.210019,
0.355568,-0.251425,0.251425,
0.428868,-0.303255,0.303255,
0.412506,-0.291686,0.291686,
0.535768,-0.378845,0.378845,
1.45597,-1.01922,1.03973,
2.60998,-1.56692,2.08729,
1.96651,-1.22631,1.53732,
1.3875,-0.917221,1.04108,
1.63478,-1.03795,1.263,
1.64694,-1.03688,1.27957,
0.897111,-0.625309,0.643271,
0.449948,-0.318161,0.318161,
0.451613,-0.319338,0.319338,
0.432856,-0.306075,0.306075,
0.43162,-0.305201,0.305201,
0.425934,-0.301181,0.301181,
0.421822,-0.298273,0.298273,
0.406687,-0.287571,0.287571,
0.424213,-0.299964,0.299964,
0.449198,-0.317631,0.317631,
0.481019,-0.340132,0.340132,
0.466978,-0.330203,0.330203,
0.39059,-0.276189,0.276189,
0.470275,-0.332534,0.332534,
0.505644,-0.357544,0.357544,
0.505254,-0.357269,0.357269,
0.731899,-0.517531,0.517531,
2.41879,-1.66972,1.75002,
3.30611,-2.06477,2.58207,
4.36569,-2.60078,3.50645,
5.34033,-3.09709,4.35053,
5.45702,-3.15019,4.45593,
5.5008,-3.17068,4.49506,
5.54154,-3.19301,4.52917,
4.63383,-2.72592,3.74724,
3.5854,-2.15686,2.86409,
3.88243,-2.31297,3.11824,
3.66925,-2.21232,2.92729,
2.90959,-1.8391,2.25464,
0.990296,-0.700245,0.700245,
0.384456,-0.271852,0.271852,
0.380257,-0.268883,0.268883,
0.414703,-0.29324,0.29324,
0.382974,-0.270804,0.270804,
0.361789,-0.255823,0.255823,
0.338154,-0.239111,0.239111,
0.241665,-0.170883,0.170883,
0.256728,-0.181534,0.181534,
0.544392,-0.384944,0.384944,
0.698799,-0.494126,0.494126,
0.647752,-0.45803,0.45803,
0.658651,-0.465737,0.465737,
0.769081,-0.543822,0.543822,
2.47293,-1.50205,1.96449,
4.08223,-2.28657,3.38175,
4.71814,-2.61012,3.93041,
5.58095,-3.05947,4.66761,
6.48549,-3.53791,5.43551,
5.55078,-3.07491,4.62127,
4.01688,-2.29,3.30018,
2.86374,-1.69599,2.30751,
0.780777,-0.52133,0.58123,
0.306462,-0.216701,0.216701,
0.206076,-0.145718,0.145718,
0.136441,-0.096478,0.096478,
0.0945933,-0.0668876,0.0668876,
0.0507733,-0.0359021,0.0359021,
0.00883816,-0.00624952,0.00624952,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.00503119,-0.00355759,0.00355759,
0.188421,-0.133234,0.133234,
0.258936,-0.183096,0.183096,
0.258962,-0.183113,0.183113,
0.386294,-0.273151,0.273151,
0.454262,-0.321212,0.321212,
0.543255,-0.384139,0.384139,
0.895773,-0.520774,0.728838,
2.1316,-1.21438,1.75185,
2.50792,-1.40429,2.07789,
0.840757,-0.537579,0.646437,
0.319765,-0.226108,0.226108,
0.233776,-0.165304,0.165304,
0.165219,-0.116828,0.116828,
0.121371,-0.0858224,0.0858224,
0.017111,-0.0120993,0.0120993,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0364112,-0.0257466,0.0257466,
0.190474,-0.134685,0.134685,
0.287282,-0.203139,0.203139,
0.309181,-0.218624,0.218624,
0.352605,-0.249329,0.249329,
0.382505,-0.270472,0.270472,
0.314456,-0.222354,0.222354,
0.213878,-0.151234,0.151234,
0.13367,-0.0945186,0.0945186,
0.0361295,-0.0255474,0.0255474,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.018126,-0.012817,0.012817,
0.0780213,-0.0551694,0.0551694,
0.073476,-0.0519554,0.0519554,
0.16939,-0.119777,0.119777,
0.309659,-0.218962,0.218962,
0.42713,-0.302027,0.302027,
0.621708,-0.343347,0.518298,
1.94413,-1.01082,1.66069,
2.02168,-1.13936,1.67004,
1.03425,-0.652915,0.802104,
0.407072,-0.287843,0.287843,
0.270815,-0.191495,0.191495,
0.163723,-0.115769,0.115769,
0.0964828,-0.0682237,0.0682237,
0.110377,-0.0780484,0.0780484,
0.0823465,-0.0582278,0.0582278,
0.0379857,-0.0268599,0.0268599,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0339069,-0.0239758,0.0239758,
0.103213,-0.0729824,0.0729824,
0.118802,-0.0840058,0.0840058,
0.19382,-0.137051,0.137051,
0.202926,-0.14349,0.14349,
0.152506,-0.107838,0.107838,
0.0790521,-0.0558983,0.0558983,
0.0410592,-0.0290333,0.0290333,
0.0389634,-0.0275513,0.0275513,
0.0479921,-0.0339355,0.0339355,
0.0374769,-0.0265002,0.0265002,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0499028,-0.0352866,0.0352866,
0.0674895,-0.0477223,0.0477223,
0.0714731,-0.0505391,0.0505391,
0.0979276,-0.0692452,0.0692452,
0.0530936,-0.0375429,0.0375429,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0352473,-0.0249236,0.0249236,
0.0559053,-0.039531,0.039531,
0.0229987,-0.0162625,0.0162625,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0603742,-0.042691,0.042691,
0.176964,-0.125132,0.125132,
0.248423,-0.175662,0.175662,
0.370045,-0.261661,0.261661,
0.453303,-0.320534,0.320534,
0.56381,-0.398674,0.398674,
2.43902,-1.25696,2.09018,
3.6066,-1.93973,3.04056,
3.46139,-1.8728,2.91098,
4.27429,-2.3007,3.60227,
3.05253,-1.6822,2.54718,
0.637854,-0.425458,0.47523,
0.3297,-0.233133,0.233133,
0.258412,-0.182725,0.182725,
0.210123,-0.148579,0.148579,
0.128168,-0.0906284,0.0906284,
0.0703819,-0.0497675,0.0497675,
0.0189451,-0.0133962,0.0133962,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.035968,-0.0254332,0.0254332,
0.0704505,-0.0498161,0.0498161,
0.0688726,-0.0487003,0.0487003,
0.144609,-0.102254,0.102254,
0.208723,-0.14759,0.14759,
0.276806,-0.195731,0.195731,
0.353857,-0.250214,0.250214,
0.380737,-0.269222,0.269222,
0.345558,-0.244346,0.244346,
0.272052,-0.19237,0.19237,
0.18209,-0.128757,0.128757,
0.095231,-0.0673385,0.0673385,
0.0501087,-0.0354322,0.0354322,
0.00206561,-0.00146061,0.00146061,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.160366,-0.113396,0.113396,
0.203306,-0.143759,0.143759,
0.294804,-0.208458,0.208458,
0.398502,-0.281784,0.281784,
0.486144,-0.343756,0.343756,
1.33079,-0.719448,1.11956,
1.95433,-1.06254,1.64025,
2.04422,-1.12512,1.70673,
1.35075,-0.782031,1.10134,
0.40206,-0.284299,0.284299,
0.370545,-0.262015,0.262015,
0.360091,-0.254623,0.254623,
0.323625,-0.228837,0.228837,
0.254261,-0.179789,0.179789,
0.165073,-0.116724,0.116724,
0.127067,-0.0898496,0.0898496,
0.144441,-0.102135,0.102135,
0.151133,-0.106867,0.106867,
0.186621,-0.131961,0.131961,
0.178994,-0.126568,0.126568,
0.122601,-0.0866917,0.0866917,
0.0238579,-0.0168701,0.0168701,
0.0216295,-0.0152944,0.0152944,
0.128507,-0.0908681,0.0908681,
0.227333,-0.160748,0.160748,
0.241076,-0.170466,0.170466,
0.290417,-0.205356,0.205356,
0.357101,-0.252508,0.252508,
0.427845,-0.302532,0.302532,
0.426125,-0.301316,0.301316,
0.411335,-0.290858,0.290858,
0.44959,-0.317908,0.317908,
0.468163,-0.331041,0.331041,
0.424308,-0.300031,0.300031,
0.340403,-0.240701,0.240701,
0.287688,-0.203426,0.203426,
0.220241,-0.155734,0.155734,
0.181266,-0.128174,0.128174,
0.0839426,-0.0593564,0.0593564,
0.0536482,-0.037935,0.037935,
0.00735228,-0.00519885,0.00519885,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0747178,-0.0528335,0.0528335,
0.147879,-0.104566,0.104566,
0.205958,-0.145635,0.145635,
0.3025,-0.2139,0.2139,
0.31723,-0.224316,0.224316,
0.308344,-0.218032,0.218032,
0.239707,-0.169499,0.169499,
0.148527,-0.105024,0.105024,
0.0687816,-0.0486359,0.0486359,
0.00448321,-0.00317011,0.00317011,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0128298,-0.00907206,0.00907206,
0.0359329,-0.0254084,0.0254084,
0.00317848,-0.00224752,0.00224752,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0036592,-0.00258745,0.00258745,
0.0855231,-0.060474,0.060474,
0.0794923,-0.0562096,0.0562096,
0.00710007,-0.0050205,0.0050205,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0471051,-0.0333084,0.0333084,
0.230506,-0.162992,0.162992,
0.277436,-0.196177,0.196177,
0.314111,-0.22211,0.22211,
0.385299,-0.272448,0.272448,
0.410182,-0.290042,0.290042,
0.298521,-0.211086,0.211086,
0.150633,-0.106514,0.106514,
0.0346696,-0.0245151,0.0245151,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
